StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,EngagementScore,Consistency,StressImpact,TechScore,ResourceUsage,StudyEfficiency,AttendanceImpact,RiskScore
23,96,1,1,1,1,0,28,3,16,0,78,42,0,2,3,55.481818181818184,0.23958333333333334,0.08695652173913043,5.1,26.333333333333332,1.826086956521739,0.03125,19.40727272727273
23,96,1,1,1,1,0,29,0,10,1,66,68,0,2,2,73.08181818181819,0.23958333333333334,0.08695652173913043,3.3,22.666666666666668,2.9565217391304346,0.020833333333333332,12.367272727272725
23,96,2,1,0,1,0,28,3,16,0,78,42,0,2,3,60.481818181818184,0.23958333333333334,0.08695652173913043,5.1,26.666666666666668,1.826086956521739,0.03125,17.407272727272726
23,96,2,1,0,1,0,29,0,10,1,66,68,0,2,2,78.08181818181819,0.23958333333333334,0.08695652173913043,3.3,23.0,2.9565217391304346,0.020833333333333332,10.367272727272725
31,65,0,1,1,1,1,19,2,3,0,87,43,1,2,3,51.53636363636364,0.47692307692307695,0.06451612903225806,1.5999999999999999,29.0,1.3870967741935485,0.046153846153846156,27.185454545454547
9,95,1,1,1,1,1,23,3,3,0,52,73,0,2,1,40.53636363636364,0.09473684210526316,0.2222222222222222,1.2,17.666666666666668,8.11111111111111,0.010526315789473684,25.585454545454546
9,95,1,1,1,1,1,21,3,6,0,85,98,1,2,0,47.13636363636364,0.09473684210526316,0.2222222222222222,2.5,28.666666666666668,10.88888888888889,0.0,22.945454545454545
19,85,1,1,0,1,0,18,1,11,0,95,96,0,1,0,53.95454545454545,0.2235294117647059,0.05263157894736842,3.5999999999999996,32.0,5.052631578947368,0.0,21.818181818181817
19,85,1,0,0,1,0,18,1,11,0,95,96,0,1,0,53.95454545454545,0.2235294117647059,0.05263157894736842,3.5999999999999996,32.0,5.052631578947368,0.0,21.818181818181817
19,85,1,1,2,1,0,18,1,11,0,95,96,0,1,0,53.95454545454545,0.2235294117647059,0.05263157894736842,3.5999999999999996,32.0,5.052631578947368,0.0,21.818181818181817
19,85,0,1,1,1,0,18,1,11,0,95,96,0,1,0,48.95454545454545,0.2235294117647059,0.05263157894736842,3.5999999999999996,31.666666666666668,5.052631578947368,0.0,23.81818181818182
19,85,2,1,1,1,0,18,1,11,0,95,96,0,1,0,58.95454545454545,0.2235294117647059,0.05263157894736842,3.5999999999999996,32.333333333333336,5.052631578947368,0.0,19.818181818181817
19,85,1,1,1,1,0,18,1,11,0,95,96,0,1,0,53.95454545454545,0.2235294117647059,0.05263157894736842,3.5999999999999996,32.0,5.052631578947368,0.0,21.818181818181817
19,85,2,0,1,1,0,18,1,11,0,95,96,0,1,0,58.95454545454545,0.2235294117647059,0.05263157894736842,3.5999999999999996,32.333333333333336,5.052631578947368,0.0,19.818181818181817
17,81,1,0,1,1,0,19,3,10,1,100,71,1,2,1,72.7909090909091,0.20987654320987653,0.11764705882352941,3.7,34.0,4.176470588235294,0.012345679012345678,15.483636363636364
17,81,2,0,2,1,0,19,3,10,1,100,71,1,2,1,77.7909090909091,0.20987654320987653,0.11764705882352941,3.7,34.333333333333336,4.176470588235294,0.012345679012345678,13.483636363636363
17,81,0,1,2,1,0,19,3,10,1,100,71,1,2,1,67.7909090909091,0.20987654320987653,0.11764705882352941,3.7,33.666666666666664,4.176470588235294,0.012345679012345678,17.483636363636364
17,81,1,0,2,1,0,19,3,10,1,100,71,1,2,1,72.7909090909091,0.20987654320987653,0.11764705882352941,3.7,34.0,4.176470588235294,0.012345679012345678,15.483636363636364
17,81,0,0,1,1,0,19,3,10,1,100,71,1,2,1,67.7909090909091,0.20987654320987653,0.11764705882352941,3.7,33.666666666666664,4.176470588235294,0.012345679012345678,17.483636363636364
10,64,2,0,1,1,1,18,1,0,1,52,85,1,1,0,60.018181818181816,0.15625,0.1,0.7,18.333333333333332,8.5,0.0,23.592727272727274
10,64,2,0,1,1,1,24,2,0,0,54,44,1,0,3,40.41818181818182,0.15625,0.0,0.7,18.666666666666668,4.4,0.046875,31.03272727272727
17,100,1,0,0,1,1,29,3,16,0,81,61,0,1,2,52.790909090909096,0.17,0.058823529411764705,5.1,27.333333333333332,3.588235294117647,0.02,19.28363636363636
17,100,2,0,0,1,1,29,3,16,0,81,61,0,1,2,57.790909090909096,0.17,0.058823529411764705,5.1,27.666666666666668,3.588235294117647,0.02,17.28363636363636
17,100,2,1,0,1,1,29,3,16,0,81,61,0,1,2,57.790909090909096,0.17,0.058823529411764705,5.1,27.666666666666668,3.588235294117647,0.02,17.28363636363636
13,93,1,1,0,1,0,25,2,7,1,78,49,1,1,3,68.06363636363636,0.13978494623655913,0.07692307692307693,2.8,26.666666666666668,3.769230769230769,0.03225806451612903,14.574545454545456
13,93,1,1,0,1,0,29,1,9,0,82,83,0,1,1,48.86363636363636,0.13978494623655913,0.07692307692307693,2.9999999999999996,27.666666666666668,6.384615384615385,0.010752688172043012,22.254545454545454
13,93,1,1,0,1,0,27,0,13,0,71,48,0,1,3,46.663636363636364,0.13978494623655913,0.07692307692307693,4.2,24.0,3.6923076923076925,0.03225806451612903,23.134545454545453
13,93,1,1,0,1,0,22,0,2,1,75,47,1,2,3,67.46363636363637,0.13978494623655913,0.15384615384615385,1.2999999999999998,25.666666666666668,3.6153846153846154,0.03225806451612903,15.214545454545455
13,93,1,0,2,1,0,25,2,7,1,78,49,1,1,3,68.06363636363636,0.13978494623655913,0.07692307692307693,2.8,26.666666666666668,3.769230769230769,0.03225806451612903,14.574545454545456
13,93,1,0,2,1,0,29,1,9,0,82,83,0,1,1,48.86363636363636,0.13978494623655913,0.07692307692307693,2.9999999999999996,27.666666666666668,6.384615384615385,0.010752688172043012,22.254545454545454
13,93,1,0,2,1,0,27,0,13,0,71,48,0,1,3,46.663636363636364,0.13978494623655913,0.07692307692307693,4.2,24.0,3.6923076923076925,0.03225806451612903,23.134545454545453
13,93,1,0,2,1,0,22,0,2,1,75,47,1,2,3,67.46363636363637,0.13978494623655913,0.15384615384615385,1.2999999999999998,25.666666666666668,3.6153846153846154,0.03225806451612903,15.214545454545455
13,93,0,0,2,1,0,25,2,7,1,78,49,1,1,3,63.06363636363636,0.13978494623655913,0.07692307692307693,2.8,26.333333333333332,3.769230769230769,0.03225806451612903,16.574545454545454
13,93,0,0,2,1,0,29,1,9,0,82,83,0,1,1,43.86363636363636,0.13978494623655913,0.07692307692307693,2.9999999999999996,27.333333333333332,6.384615384615385,0.010752688172043012,24.254545454545454
13,93,0,0,2,1,0,27,0,13,0,71,48,0,1,3,41.663636363636364,0.13978494623655913,0.07692307692307693,4.2,23.666666666666668,3.6923076923076925,0.03225806451612903,25.134545454545453
13,93,0,0,2,1,0,22,0,2,1,75,47,1,2,3,62.46363636363637,0.13978494623655913,0.15384615384615385,1.2999999999999998,25.333333333333332,3.6153846153846154,0.03225806451612903,17.214545454545455
13,93,2,1,0,1,0,25,2,7,1,78,49,1,1,3,73.06363636363636,0.13978494623655913,0.07692307692307693,2.8,27.0,3.769230769230769,0.03225806451612903,12.574545454545456
13,93,2,1,0,1,0,29,1,9,0,82,83,0,1,1,53.86363636363636,0.13978494623655913,0.07692307692307693,2.9999999999999996,28.0,6.384615384615385,0.010752688172043012,20.254545454545454
13,93,2,1,0,1,0,27,0,13,0,71,48,0,1,3,51.663636363636364,0.13978494623655913,0.07692307692307693,4.2,24.333333333333332,3.6923076923076925,0.03225806451612903,21.134545454545453
13,93,2,1,0,1,0,22,0,2,1,75,47,1,2,3,72.46363636363637,0.13978494623655913,0.15384615384615385,1.2999999999999998,26.0,3.6153846153846154,0.03225806451612903,13.214545454545455
31,64,0,1,0,1,0,26,3,20,1,89,45,1,0,3,71.73636363636363,0.484375,0.0,6.7,30.0,1.4516129032258065,0.046875,18.505454545454548
31,64,0,1,0,1,0,28,2,3,1,86,56,1,2,2,71.13636363636364,0.484375,0.06451612903225806,1.5999999999999999,29.0,1.8064516129032258,0.03125,19.545454545454547
31,64,0,1,0,1,0,27,2,9,1,98,59,0,1,2,73.53636363636363,0.484375,0.03225806451612903,2.9999999999999996,33.0,1.903225806451613,0.03125,18.185454545454547
31,64,0,1,0,1,0,26,1,8,0,77,60,1,2,2,49.336363636363636,0.484375,0.06451612903225806,3.0999999999999996,25.666666666666668,1.935483870967742,0.03125,28.265454545454546
31,64,0,1,0,1,0,24,2,2,1,77,64,1,1,2,69.33636363636364,0.484375,0.03225806451612903,1.2999999999999998,26.0,2.064516129032258,0.03125,19.865454545454543
31,64,1,0,0,1,0,26,3,20,1,89,45,1,0,3,76.73636363636363,0.484375,0.0,6.7,30.333333333333332,1.4516129032258065,0.046875,16.505454545454548
31,64,1,0,0,1,0,28,2,3,1,86,56,1,2,2,76.13636363636364,0.484375,0.06451612903225806,1.5999999999999999,29.333333333333332,1.8064516129032258,0.03125,17.545454545454547
31,64,1,0,0,1,0,27,2,9,1,98,59,0,1,2,78.53636363636363,0.484375,0.03225806451612903,2.9999999999999996,33.333333333333336,1.903225806451613,0.03125,16.185454545454547
31,64,1,0,0,1,0,26,1,8,0,77,60,1,2,2,54.336363636363636,0.484375,0.06451612903225806,3.0999999999999996,26.0,1.935483870967742,0.03125,26.265454545454546
31,64,1,0,0,1,0,24,2,2,1,77,64,1,1,2,74.33636363636364,0.484375,0.03225806451612903,1.2999999999999998,26.333333333333332,2.064516129032258,0.03125,17.865454545454543
31,64,1,1,1,1,0,26,3,20,1,89,45,1,0,3,76.73636363636363,0.484375,0.0,6.7,30.333333333333332,1.4516129032258065,0.046875,16.505454545454548
31,64,1,1,1,1,0,28,2,3,1,86,56,1,2,2,76.13636363636364,0.484375,0.06451612903225806,1.5999999999999999,29.333333333333332,1.8064516129032258,0.03125,17.545454545454547
31,64,1,1,1,1,0,27,2,9,1,98,59,0,1,2,78.53636363636363,0.484375,0.03225806451612903,2.9999999999999996,33.333333333333336,1.903225806451613,0.03125,16.185454545454547
31,64,1,1,1,1,0,26,1,8,0,77,60,1,2,2,54.336363636363636,0.484375,0.06451612903225806,3.0999999999999996,26.0,1.935483870967742,0.03125,26.265454545454546
31,64,1,1,1,1,0,24,2,2,1,77,64,1,1,2,74.33636363636364,0.484375,0.03225806451612903,1.2999999999999998,26.333333333333332,2.064516129032258,0.03125,17.865454545454543
31,64,2,0,1,1,0,26,3,20,1,89,45,1,0,3,81.73636363636363,0.484375,0.0,6.7,30.666666666666668,1.4516129032258065,0.046875,14.505454545454548
31,64,2,0,1,1,0,28,2,3,1,86,56,1,2,2,81.13636363636364,0.484375,0.06451612903225806,1.5999999999999999,29.666666666666668,1.8064516129032258,0.03125,15.545454545454543
31,64,2,0,1,1,0,27,2,9,1,98,59,0,1,2,83.53636363636363,0.484375,0.03225806451612903,2.9999999999999996,33.666666666666664,1.903225806451613,0.03125,14.185454545454547
31,64,2,0,1,1,0,26,1,8,0,77,60,1,2,2,59.336363636363636,0.484375,0.06451612903225806,3.0999999999999996,26.333333333333332,1.935483870967742,0.03125,24.265454545454546
31,64,2,0,1,1,0,24,2,2,1,77,64,1,1,2,79.33636363636364,0.484375,0.03225806451612903,1.2999999999999998,26.666666666666668,2.064516129032258,0.03125,15.865454545454543
30,69,1,1,1,1,0,23,3,11,0,91,64,1,2,2,57.45454545454545,0.43478260869565216,0.06666666666666667,4.0,30.666666666666668,2.1333333333333333,0.028985507246376812,24.01818181818182
30,69,1,1,1,1,0,25,3,0,1,76,88,1,1,0,74.45454545454545,0.43478260869565216,0.03333333333333333,0.7,26.0,2.933333333333333,0.0,16.81818181818182
30,69,1,1,1,1,0,25,1,1,0,70,72,0,1,1,53.25454545454545,0.43478260869565216,0.03333333333333333,0.6,23.666666666666668,2.4,0.014492753623188406,25.298181818181817
30,69,1,0,1,1,0,23,3,11,0,91,64,1,2,2,57.45454545454545,0.43478260869565216,0.06666666666666667,4.0,30.666666666666668,2.1333333333333333,0.028985507246376812,24.01818181818182
30,69,1,0,1,1,0,25,3,0,1,76,88,1,1,0,74.45454545454545,0.43478260869565216,0.03333333333333333,0.7,26.0,2.933333333333333,0.0,16.81818181818182
30,69,1,0,1,1,0,25,1,1,0,70,72,0,1,1,53.25454545454545,0.43478260869565216,0.03333333333333333,0.6,23.666666666666668,2.4,0.014492753623188406,25.298181818181817
17,60,1,1,1,1,1,25,1,3,1,51,81,0,2,1,58.79090909090909,0.2833333333333333,0.11764705882352941,1.2,17.666666666666668,4.764705882352941,0.016666666666666666,25.283636363636365
17,60,1,1,1,1,1,18,3,1,0,93,62,1,2,2,47.19090909090909,0.2833333333333333,0.11764705882352941,1.0,31.333333333333332,3.6470588235294117,0.03333333333333333,29.923636363636366
17,60,1,1,1,1,1,26,3,4,1,69,68,0,2,2,62.39090909090909,0.2833333333333333,0.11764705882352941,1.5,23.666666666666668,4.0,0.03333333333333333,23.843636363636364
25,95,1,0,1,1,1,25,2,10,1,92,43,1,1,3,79.44545454545455,0.2631578947368421,0.04,3.7,31.333333333333332,1.72,0.031578947368421054,9.62181818181818
25,95,1,0,1,1,1,28,2,0,1,65,43,1,1,3,74.04545454545455,0.2631578947368421,0.04,0.7,22.333333333333332,1.72,0.031578947368421054,11.781818181818183
25,95,1,0,1,1,1,20,0,19,0,98,95,1,2,0,60.64545454545455,0.2631578947368421,0.08,6.4,33.0,3.8,0.0,17.541818181818183
25,95,1,1,2,0,1,25,2,10,1,92,43,1,1,3,79.44545454545455,0.2631578947368421,0.04,3.4,31.333333333333332,1.72,0.031578947368421054,9.62181818181818
25,95,1,1,2,0,1,28,2,0,1,65,43,1,1,3,74.04545454545455,0.2631578947368421,0.04,0.4,22.333333333333332,1.72,0.031578947368421054,11.781818181818183
25,95,1,1,2,0,1,20,0,19,0,98,95,1,2,0,60.64545454545455,0.2631578947368421,0.08,6.1000000000000005,33.0,3.8,0.0,17.541818181818183
25,95,0,1,1,1,1,25,2,10,1,92,43,1,1,3,74.44545454545455,0.2631578947368421,0.04,3.7,31.0,1.72,0.031578947368421054,11.62181818181818
25,95,0,1,1,1,1,28,2,0,1,65,43,1,1,3,69.04545454545455,0.2631578947368421,0.04,0.7,22.0,1.72,0.031578947368421054,13.781818181818183
25,95,0,1,1,1,1,20,0,19,0,98,95,1,2,0,55.64545454545455,0.2631578947368421,0.08,6.4,32.666666666666664,3.8,0.0,19.541818181818183
25,95,2,0,1,1,1,25,2,10,1,92,43,1,1,3,84.44545454545455,0.2631578947368421,0.04,3.7,31.666666666666668,1.72,0.031578947368421054,7.621818181818179
25,95,2,0,1,1,1,28,2,0,1,65,43,1,1,3,79.04545454545455,0.2631578947368421,0.04,0.7,22.666666666666668,1.72,0.031578947368421054,9.781818181818181
25,95,2,0,1,1,1,20,0,19,0,98,95,1,2,0,65.64545454545456,0.2631578947368421,0.08,6.4,33.333333333333336,3.8,0.0,15.54181818181818
25,95,2,1,1,1,1,25,2,10,1,92,43,1,1,3,84.44545454545455,0.2631578947368421,0.04,3.7,31.666666666666668,1.72,0.031578947368421054,7.621818181818179
25,95,2,1,1,1,1,28,2,0,1,65,43,1,1,3,79.04545454545455,0.2631578947368421,0.04,0.7,22.666666666666668,1.72,0.031578947368421054,9.781818181818181
25,95,2,1,1,1,1,20,0,19,0,98,95,1,2,0,65.64545454545456,0.2631578947368421,0.08,6.4,33.333333333333336,3.8,0.0,15.54181818181818
25,95,1,1,0,1,1,25,2,10,1,92,43,1,1,3,79.44545454545455,0.2631578947368421,0.04,3.7,31.333333333333332,1.72,0.031578947368421054,9.62181818181818
25,95,1,1,0,1,1,28,2,0,1,65,43,1,1,3,74.04545454545455,0.2631578947368421,0.04,0.7,22.333333333333332,1.72,0.031578947368421054,11.781818181818183
25,95,1,1,0,1,1,20,0,19,0,98,95,1,2,0,60.64545454545455,0.2631578947368421,0.08,6.4,33.0,3.8,0.0,17.541818181818183
27,90,1,1,1,1,0,27,1,16,1,74,85,0,0,0,76.2090909090909,0.3,0.0,5.1,25.333333333333332,3.1481481481481484,0.0,11.51636363636364
27,90,2,0,1,1,0,27,1,16,1,74,85,0,0,0,81.2090909090909,0.3,0.0,5.1,25.666666666666668,3.1481481481481484,0.0,9.51636363636364
27,90,1,0,1,1,0,27,1,16,1,74,85,0,0,0,76.2090909090909,0.3,0.0,5.1,25.333333333333332,3.1481481481481484,0.0,11.51636363636364
15,60,0,1,2,1,1,22,1,12,0,85,70,1,1,1,39.22727272727273,0.25,0.06666666666666667,4.3,28.333333333333332,4.666666666666667,0.016666666666666666,32.70909090909091
15,60,0,1,2,1,1,29,3,11,1,95,97,1,2,0,61.22727272727273,0.25,0.13333333333333333,4.0,32.0,6.466666666666667,0.0,24.30909090909091
15,60,0,1,2,1,1,18,3,8,0,70,46,0,1,3,36.22727272727273,0.25,0.06666666666666667,2.6999999999999997,23.333333333333332,3.066666666666667,0.05,33.90909090909091
15,60,0,1,2,1,1,27,0,0,1,57,58,0,2,2,53.627272727272725,0.25,0.13333333333333333,0.3,19.333333333333332,3.8666666666666667,0.03333333333333333,27.34909090909091
15,60,2,0,0,1,1,22,1,12,0,85,70,1,1,1,49.22727272727273,0.25,0.06666666666666667,4.3,29.0,4.666666666666667,0.016666666666666666,28.70909090909091
15,60,2,0,0,1,1,29,3,11,1,95,97,1,2,0,71.22727272727272,0.25,0.13333333333333333,4.0,32.666666666666664,6.466666666666667,0.0,20.309090909090912
15,60,2,0,0,1,1,18,3,8,0,70,46,0,1,3,46.22727272727273,0.25,0.06666666666666667,2.6999999999999997,24.0,3.066666666666667,0.05,29.90909090909091
15,60,2,0,0,1,1,27,0,0,1,57,58,0,2,2,63.627272727272725,0.25,0.13333333333333333,0.3,20.0,3.8666666666666667,0.03333333333333333,23.34909090909091
15,60,1,1,0,1,1,22,1,12,0,85,70,1,1,1,44.22727272727273,0.25,0.06666666666666667,4.3,28.666666666666668,4.666666666666667,0.016666666666666666,30.70909090909091
15,60,1,1,0,1,1,29,3,11,1,95,97,1,2,0,66.22727272727272,0.25,0.13333333333333333,4.0,32.333333333333336,6.466666666666667,0.0,22.309090909090912
15,60,1,1,0,1,1,18,3,8,0,70,46,0,1,3,41.22727272727273,0.25,0.06666666666666667,2.6999999999999997,23.666666666666668,3.066666666666667,0.05,31.90909090909091
15,60,1,1,0,1,1,27,0,0,1,57,58,0,2,2,58.627272727272725,0.25,0.13333333333333333,0.3,19.666666666666668,3.8666666666666667,0.03333333333333333,25.34909090909091
15,60,0,0,1,1,1,22,1,12,0,85,70,1,1,1,39.22727272727273,0.25,0.06666666666666667,4.3,28.333333333333332,4.666666666666667,0.016666666666666666,32.70909090909091
15,60,0,0,1,1,1,29,3,11,1,95,97,1,2,0,61.22727272727273,0.25,0.13333333333333333,4.0,32.0,6.466666666666667,0.0,24.30909090909091
15,60,0,0,1,1,1,18,3,8,0,70,46,0,1,3,36.22727272727273,0.25,0.06666666666666667,2.6999999999999997,23.333333333333332,3.066666666666667,0.05,33.90909090909091
15,60,0,0,1,1,1,27,0,0,1,57,58,0,2,2,53.627272727272725,0.25,0.13333333333333333,0.3,19.333333333333332,3.8666666666666667,0.03333333333333333,27.34909090909091
15,60,1,0,2,1,1,22,1,12,0,85,70,1,1,1,44.22727272727273,0.25,0.06666666666666667,4.3,28.666666666666668,4.666666666666667,0.016666666666666666,30.70909090909091
15,60,1,0,2,1,1,29,3,11,1,95,97,1,2,0,66.22727272727272,0.25,0.13333333333333333,4.0,32.333333333333336,6.466666666666667,0.0,22.309090909090912
15,60,1,0,2,1,1,18,3,8,0,70,46,0,1,3,41.22727272727273,0.25,0.06666666666666667,2.6999999999999997,23.666666666666668,3.066666666666667,0.05,31.90909090909091
15,60,1,0,2,1,1,27,0,0,1,57,58,0,2,2,58.627272727272725,0.25,0.13333333333333333,0.3,19.666666666666668,3.8666666666666667,0.03333333333333333,25.34909090909091
19,72,2,0,1,1,1,29,0,1,1,50,53,1,1,3,67.35454545454544,0.2638888888888889,0.05263157894736842,1.0,17.666666666666668,2.789473684210526,0.041666666666666664,19.058181818181822
19,72,2,0,1,1,1,25,3,3,1,90,47,1,1,3,75.35454545454544,0.2638888888888889,0.05263157894736842,1.5999999999999999,31.0,2.473684210526316,0.041666666666666664,15.858181818181823
19,72,1,1,0,1,1,29,0,1,1,50,53,1,1,3,62.35454545454545,0.2638888888888889,0.05263157894736842,1.0,17.333333333333332,2.789473684210526,0.041666666666666664,21.058181818181822
19,72,1,1,0,1,1,25,3,3,1,90,47,1,1,3,70.35454545454544,0.2638888888888889,0.05263157894736842,1.5999999999999999,30.666666666666668,2.473684210526316,0.041666666666666664,17.858181818181823
19,72,0,0,1,1,1,29,0,1,1,50,53,1,1,3,57.35454545454545,0.2638888888888889,0.05263157894736842,1.0,17.0,2.789473684210526,0.041666666666666664,23.05818181818182
19,72,0,0,1,1,1,25,3,3,1,90,47,1,1,3,65.35454545454544,0.2638888888888889,0.05263157894736842,1.5999999999999999,30.333333333333332,2.473684210526316,0.041666666666666664,19.858181818181823
19,72,1,1,2,1,1,29,0,1,1,50,53,1,1,3,62.35454545454545,0.2638888888888889,0.05263157894736842,1.0,17.333333333333332,2.789473684210526,0.041666666666666664,21.058181818181822
19,72,1,1,2,1,1,25,3,3,1,90,47,1,1,3,70.35454545454544,0.2638888888888889,0.05263157894736842,1.5999999999999999,30.666666666666668,2.473684210526316,0.041666666666666664,17.858181818181823
25,70,1,1,2,1,1,18,1,7,0,81,61,1,2,2,52.24545454545455,0.35714285714285715,0.08,2.8,27.333333333333332,2.44,0.02857142857142857,25.901818181818182
25,70,1,0,1,1,1,18,1,7,0,81,61,1,2,2,52.24545454545455,0.35714285714285715,0.08,2.8,27.333333333333332,2.44,0.02857142857142857,25.901818181818182
25,70,2,1,1,1,1,18,1,7,0,81,61,1,2,2,57.24545454545455,0.35714285714285715,0.08,2.8,27.666666666666668,2.44,0.02857142857142857,23.901818181818182
25,70,1,1,1,1,1,18,1,7,0,81,61,1,2,2,52.24545454545455,0.35714285714285715,0.08,2.8,27.333333333333332,2.44,0.02857142857142857,25.901818181818182
25,70,2,0,2,1,1,18,1,7,0,81,61,1,2,2,57.24545454545455,0.35714285714285715,0.08,2.8,27.666666666666668,2.44,0.02857142857142857,23.901818181818182
25,70,1,1,0,1,1,18,1,7,0,81,61,1,2,2,52.24545454545455,0.35714285714285715,0.08,2.8,27.333333333333332,2.44,0.02857142857142857,25.901818181818182
24,67,2,1,0,1,0,18,1,11,1,82,97,0,1,0,76.16363636363636,0.3582089552238806,0.041666666666666664,3.5999999999999996,28.333333333333332,4.041666666666667,0.0,16.53454545454546
24,67,1,1,0,1,0,18,1,11,1,82,97,0,1,0,71.16363636363636,0.3582089552238806,0.041666666666666664,3.5999999999999996,28.0,4.041666666666667,0.0,18.53454545454546
24,67,1,0,1,1,0,18,1,11,1,82,97,0,1,0,71.16363636363636,0.3582089552238806,0.041666666666666664,3.5999999999999996,28.0,4.041666666666667,0.0,18.53454545454546
24,67,2,1,1,1,0,18,1,11,1,82,97,0,1,0,76.16363636363636,0.3582089552238806,0.041666666666666664,3.5999999999999996,28.333333333333332,4.041666666666667,0.0,16.53454545454546
24,67,2,0,2,1,0,18,1,11,1,82,97,0,1,0,76.16363636363636,0.3582089552238806,0.041666666666666664,3.5999999999999996,28.333333333333332,4.041666666666667,0.0,16.53454545454546
24,67,1,0,0,1,0,18,1,11,1,82,97,0,1,0,71.16363636363636,0.3582089552238806,0.041666666666666664,3.5999999999999996,28.0,4.041666666666667,0.0,18.53454545454546
24,67,1,1,1,1,0,18,1,11,1,82,97,0,1,0,71.16363636363636,0.3582089552238806,0.041666666666666664,3.5999999999999996,28.0,4.041666666666667,0.0,18.53454545454546
24,67,0,0,1,1,0,18,1,11,1,82,97,0,1,0,66.16363636363636,0.3582089552238806,0.041666666666666664,3.5999999999999996,27.666666666666668,4.041666666666667,0.0,20.53454545454546
11,87,1,1,1,1,0,28,2,18,0,58,65,1,2,2,41.5,0.12643678160919541,0.18181818181818182,6.1,19.666666666666668,5.909090909090909,0.022988505747126436,26.800000000000004
11,87,1,1,1,1,0,29,3,12,1,56,89,1,0,0,61.1,0.12643678160919541,0.0,4.3,19.333333333333332,8.090909090909092,0.0,18.16
11,87,1,1,1,1,0,28,0,10,1,79,89,0,0,0,65.7,0.12643678160919541,0.0,3.3,27.0,8.090909090909092,0.0,16.32
11,87,1,0,2,1,0,28,2,18,0,58,65,1,2,2,41.5,0.12643678160919541,0.18181818181818182,6.1,19.666666666666668,5.909090909090909,0.022988505747126436,26.800000000000004
11,87,1,0,2,1,0,29,3,12,1,56,89,1,0,0,61.1,0.12643678160919541,0.0,4.3,19.333333333333332,8.090909090909092,0.0,18.16
11,87,1,0,2,1,0,28,0,10,1,79,89,0,0,0,65.7,0.12643678160919541,0.0,3.3,27.0,8.090909090909092,0.0,16.32
17,69,1,1,0,1,1,19,3,2,0,84,75,1,2,1,47.19090909090909,0.2463768115942029,0.11764705882352941,1.2999999999999998,28.333333333333332,4.411764705882353,0.014492753623188406,28.123636363636365
17,69,2,1,1,1,1,19,3,2,0,84,75,1,2,1,52.19090909090909,0.2463768115942029,0.11764705882352941,1.2999999999999998,28.666666666666668,4.411764705882353,0.014492753623188406,26.123636363636365
17,69,1,1,2,1,1,19,3,2,0,84,75,1,2,1,47.19090909090909,0.2463768115942029,0.11764705882352941,1.2999999999999998,28.333333333333332,4.411764705882353,0.014492753623188406,28.123636363636365
25,84,1,1,0,1,0,24,3,17,0,88,51,1,1,3,56.445454545454545,0.2976190476190476,0.04,5.8,29.666666666666668,2.04,0.03571428571428571,21.02181818181818
25,84,1,1,1,1,0,24,3,17,0,88,51,1,1,3,56.445454545454545,0.2976190476190476,0.04,5.8,29.666666666666668,2.04,0.03571428571428571,21.02181818181818
10,89,2,1,1,1,0,18,1,9,1,74,81,1,2,1,69.41818181818182,0.11235955056179775,0.2,3.3999999999999995,25.666666666666668,8.1,0.011235955056179775,15.232727272727274
15,65,1,0,0,1,0,25,1,15,0,96,90,1,0,0,47.42727272727272,0.23076923076923078,0.0,5.2,32.333333333333336,6.0,0.0,28.02909090909091
15,65,1,0,0,1,0,25,0,16,1,65,90,0,2,0,61.22727272727273,0.23076923076923078,0.13333333333333333,5.1,22.333333333333332,6.0,0.0,23.30909090909091
15,65,1,0,0,1,0,21,3,1,1,86,62,0,1,2,65.42727272727272,0.23076923076923078,0.06666666666666667,0.6,29.333333333333332,4.133333333333334,0.03076923076923077,21.229090909090914
15,65,2,1,1,1,0,25,1,15,0,96,90,1,0,0,52.42727272727272,0.23076923076923078,0.0,5.2,32.666666666666664,6.0,0.0,26.02909090909091
15,65,2,1,1,1,0,25,0,16,1,65,90,0,2,0,66.22727272727272,0.23076923076923078,0.13333333333333333,5.1,22.666666666666668,6.0,0.0,21.309090909090912
15,65,2,1,1,1,0,21,3,1,1,86,62,0,1,2,70.42727272727272,0.23076923076923078,0.06666666666666667,0.6,29.666666666666668,4.133333333333334,0.03076923076923077,19.229090909090914
15,65,1,0,1,1,0,25,1,15,0,96,90,1,0,0,47.42727272727272,0.23076923076923078,0.0,5.2,32.333333333333336,6.0,0.0,28.02909090909091
15,65,1,0,1,1,0,25,0,16,1,65,90,0,2,0,61.22727272727273,0.23076923076923078,0.13333333333333333,5.1,22.333333333333332,6.0,0.0,23.30909090909091
15,65,1,0,1,1,0,21,3,1,1,86,62,0,1,2,65.42727272727272,0.23076923076923078,0.06666666666666667,0.6,29.333333333333332,4.133333333333334,0.03076923076923077,21.229090909090914
15,65,0,1,1,0,0,25,1,15,0,96,90,1,0,0,42.42727272727272,0.23076923076923078,0.0,4.9,32.0,6.0,0.0,30.02909090909091
